,city,streets,rooms,size,floor,date_builded,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
137,ירושלים,אולשונגר 103,3,75.0,10.0,1970,793750,"900,000",836666,none,"950,000",945000,none,none,none,none,none,none,none,none
138,ירושלים,אולשונגר 104,3,45.0,3.0,1970,786000,none,865424,925000,"880,000",none,none,none,none,none,none,none,none,none
139,ירושלים,אולשונגר 105,3,45.0,4.0,1970,"820,000",none,"855,000",none,"1,057,500",none,none,none,none,none,none,none,none,none
140,ירושלים,אולשונגר 11,3,53.0,2.0,1960,none,none,"920,000",none,none,none,none,none,none,none,none,none,none,none
141,ירושלים,אולשונגר 111,3,653.0,3.0,1970,822500,"870,000",897000,948750,1030500,1018000,1070000,none,none,"1,100,000","1,235,000",1230200,none,none
142,ירושלים,אולשונגר 112,3,653.0,,1970,807571,871700,892500,915000,"1,100,000",1075000,none,"1,320,528","1,240,000","1,280,000",none,1385000,1643333,none
143,ירושלים,אולשונגר 113,3,653.0,100.0,0,none,897897,879000,890000,986000,"1,180,000",none,"1,100,000",none,none,"1,300,000",1397400,1618600,none
144,ירושלים,אולשונגר 114,3,656.0,1.0,1970,813350,none,925000,"900,000",1062500,"1,115,000",1142500,none,1238750,none,"1,206,207",1013750,1840000,none
145,ירושלים,אולשונגר 115,3,653.0,8.0,1955,783750,"850,000",none,937500,1030000,1083333,1171500,none,"1,277,000",none,none,1355000,1575000,none
146,ירושלים,אולשונגר 12,3,53.0,2.0,1950,none,"870,000",none,none,none,none,none,none,none,none,none,none,none,none
147,ירושלים,אולשונגר 16,3,64.0,1.0,1960,none,"1,000,000",none,none,none,none,none,none,none,none,none,none,none,none
148,ירושלים,אולשונגר 18,3,56.0,2.0,1975,none,"1,035,000",none,none,"1,200,000","1,200,000",none,none,none,none,none,none,none,none
149,ירושלים,אולשונגר 19,3,664.0,100.0,0,"880,000",none,990000,1087500,"1,100,000",none,none,none,none,none,none,715500,940000,none
150,ירושלים,אולשונגר 38,3,53.0,8.0,1965,none,none,none,none,"965,795",none,none,none,none,none,none,none,none,none
151,ירושלים,אולשונגר 6,3,42.0,8.0,1980,none,none,none,none,"925,000",none,none,none,none,none,none,none,none,none
152,ירושלים,אונטרמן,3,72.0,,1970,none,none,none,none,none,none,none,none,none,"1,482,500","1,395,000",none,none,none
153,ירושלים,אונטרמן 2,3,75.0,3.0,2014,none,none,none,none,"1,400,000",none,none,none,none,none,none,none,none,none
154,ירושלים,אונקלוס 10,3,61.0,4.0,1970,none,"1,200,000",none,none,none,none,none,none,none,none,none,none,none,none
155,ירושלים,אונקלוס 24,3,75.0,1.0,1970,1434000,none,none,none,none,none,none,none,none,none,none,none,none,none
156,ירושלים,אוסישקין 14,3,70.0,3.0,1951,"1,820,000",none,none,none,none,none,none,none,none,none,none,none,none,none
157,ירושלים,אוסישקין 15,3,76.0,1.0,1960,none,none,none,none,none,none,none,none,none,"2,700,000",none,none,none,none
158,ירושלים,אוסישקין 17,3,65.0,2.0,1931,none,none,none,"3,200,000",none,none,none,none,none,none,none,none,none,none
159,ירושלים,אוסישקין 21,3,671.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,2650000,none,none
160,ירושלים,אוסישקין 3,3,62.0,,1958,none,none,"1,770,000",none,none,none,none,none,none,none,none,none,none,none
161,ירושלים,אוסישקין 40,3,75.0,1.0,1980,none,none,none,"1,550,000",none,none,none,none,none,none,none,none,none,none
162,ירושלים,אוסישקין 44,3,55.0,1.0,1960,"1,455,000","2,220,000",none,none,none,none,none,none,none,none,"2,500,000",none,none,none
163,ירושלים,אוסישקין 50,3,64.0,2.0,1980,"1,670,000",none,none,"1,900,000",none,none,none,none,none,none,none,none,none,none
