,sale_day,city,adress,floor,size,price
260,23.12.2022,באר שבע,הרב הרצוג 27,שלישית,61,"730,000"
261,22.12.2022,באר שבע,דולצ'ין אריה 8,שניה,67,"750,000"
262,22.12.2022,באר שבע,הקנאים 4,שניה,46.80,"660,000"
263,22.12.2022,באר שבע,בורלא יהודה 1,ראשונה,63.20,"775,000"
264,22.12.2022,באר שבע,הגאולים 5,קרקע,72,"1,111,000"
265,22.12.2022,באר שבע,תאשור 11,רביעית,81,"1,370,000"
266,22.12.2022,באר שבע,יעלים 106,רביעית,61.70,"650,000"
267,22.12.2022,באר שבע,בורג יוסף 30,קומה 2,73.30,"1,600,000"
268,22.12.2022,באר שבע,אדמון ידידיה 26,ראשונה,100,"1,490,000"
269,22.12.2022,באר שבע,מבצע יואב 41,רביעית,65,"675,000"
270,22.12.2022,באר שבע,ליבנה 7,שניה,82,"1,360,000"
271,21.12.2022,באר שבע,בזל 67,ראשונה,61.90,"880,000"
272,21.12.2022,באר שבע,יצחק אבינו 22,שניה,49.60,"890,000"
273,21.12.2022,באר שבע,מבצע יואב 24,שלישית,63,"610,000"
274,21.12.2022,באר שבע,"רמב""ן 72",שלישית,61.10,"510,000"
275,21.12.2022,באר שבע,התלמוד 109,שלישית,61.10,"525,000"
276,21.12.2022,באר שבע,טיומקין זאב 2,שלישית,65,"1,060,000"
277,21.12.2022,באר שבע,סנהדרין 46,ראשונה,42.80,"585,000"
278,21.12.2022,באר שבע,יוהנה ז'בוטינסקי 19,שניה,64,"1,065,000"
279,20.12.2022,באר שבע,גמל 15,ראשונה,54.50,"730,000"
280,20.12.2022,באר שבע,"רמב""ן 84",שניה,61.90,"600,000"
281,20.12.2022,באר שבע,אברהם אבינו 49,שלישית,40.40,"615,000"
282,20.12.2022,באר שבע,ביאליק 43,שניה,54.80,"1,000,000"
283,20.12.2022,באר שבע,בן יהודה 20,ראשונה,70,"550,000"
284,20.12.2022,באר שבע,אברהם אבינו 41,שניה,42,"944,000"
285,20.12.2022,באר שבע,שמעון בר גיורא 11,שניה,66.30,"765,000"
286,20.12.2022,באר שבע,סנהדרין 117,רביעית,60,"605,000"
287,20.12.2022,באר שבע,"חת""ם סופר 4",ראשונה,62.20,"720,000"
288,19.12.2022,באר שבע,ירושלים 23,שלישית,61.30,"835,000"
289,19.12.2022,באר שבע,אלכסנדר ינאי 26,שניה,47.70,"790,000"
290,19.12.2022,באר שבע,ירושלים 101,שניה,64,"825,000"
291,19.12.2022,באר שבע,מצדה 196,ראשונה,64.10,"700,000"
292,18.12.2022,באר שבע,מצדה 196,שלישית,64.70,"772,000"
293,18.12.2022,באר שבע,דולצ'ין אריה 5,קרקע,68,"161,000"
294,18.12.2022,באר שבע,רגר יצחק 117,ראשונה,57.30,"940,000"
295,16.12.2022,באר שבע,שאול המלך 137,שביעית,65.10,"850,000"
296,15.12.2022,באר שבע,בן נון 6,שלישית,59.80,"660,000"
297,15.12.2022,באר שבע,שאול המלך 131,שלישית,60.30,"690,000"
298,15.12.2022,באר שבע,"החיד""א 13",שלישית,62.80,"660,000"
299,15.12.2022,באר שבע,שמגר השופט 30,ראשונה,59.80,"670,000"
300,15.12.2022,באר שבע,"חת""ם סופר 2",שניה,65.10,"785,000"
301,14.12.2022,באר שבע,התלמוד 60,שלישית,61.90,"520,000"
302,14.12.2022,באר שבע,מגידו 14,שניה,59.50,"755,000"
303,13.12.2022,באר שבע,דולצ'ין אריה 8,שלישית,66,"700,000"
304,13.12.2022,באר שבע,בר ניסן 13,שניה,73.20,"1,150,000"
305,13.12.2022,באר שבע,קלצ'קין רפאל 39,קרקע,63,"1,220,000"
306,13.12.2022,באר שבע,סנהדרין 14,רביעית,51,"550,000"
307,13.12.2022,באר שבע,שאול המלך 24,רביעית,64.40,"625,000"
308,13.12.2022,באר שבע,קדש 22,ראשונה,53.70,"900,000"
309,13.12.2022,באר שבע,ירושלים 48,חמישית,65.50,"780,000"
310,13.12.2022,באר שבע,מבצע נחשון 12,שלישית,67,"670,000"
311,13.12.2022,באר שבע, ,ראשונה,100,"1,083,000"
312,12.12.2022,באר שבע,מגידו 14,שלישית,59.50,"700,000"
313,12.12.2022,באר שבע,שטרוק 3,קרקע,72.80,"1,150,000"
314,11.12.2022,באר שבע,ארניה אסוולדו 20,שלישית,50.60,"850,000"
315,11.12.2022,באר שבע,האיסיים 7,שניה,40.40,"250,000"
316,11.12.2022,באר שבע,גמל 15,שלישית,54.50,"650,000"
317,11.12.2022,באר שבע,מוריה 17,שניה,70.20,"810,000"
318,09.12.2022,באר שבע,צפת 22,שישית,64.20,"857,000"
319,08.12.2022,באר שבע,שיטרית 3,רביעית,61.20,"700,000"
320,08.12.2022,באר שבע,יד ושם 4,שניה,73.30,"860,000"
321,08.12.2022,באר שבע,פיקרד 30,חמישית,79,"1,130,000"
322,08.12.2022,באר שבע,רוזנבלום הרצל 13,ראשונה,71.90,"975,000"
323,08.12.2022,באר שבע,שיטרית 11,שניה,61.20,"850,000"
324,08.12.2022,באר שבע,ביאליק 123,שניה,52.15,"745,000"
325,08.12.2022,באר שבע,וינגייט 16,שלישית,62.30,"820,000"
326,08.12.2022,באר שבע,מצדה 260,רביעית,62.70,"805,000"
327,07.12.2022,באר שבע,שאול המלך 6,שלישית,57.80,"790,000"
328,07.12.2022,באר שבע,אסתר המלכה 23,שמינית,72,"890,000"
329,07.12.2022,באר שבע,שיפר יצחק 6,שניה,51.30,"840,000"
330,07.12.2022,באר שבע,מבצע יואב 33,רביעית,65,"700,000"
331,07.12.2022,באר שבע,מקלף מרדכי 3,חמישית,57.80,"870,000"
332,07.12.2022,באר שבע,שאול המלך 87,שניה,59.50,"200,000"
333,06.12.2022,באר שבע,התלמוד 119,קרקע,61.90,"660,000"
334,06.12.2022,באר שבע,הרב קוק 25,רביעית,59.90,"615,000"
335,06.12.2022,באר שבע,שער הגיא 4,שניה,61.50,"915,000"
336,06.12.2022,באר שבע,התלמוד 115,ראשונה,61.90,"650,000"
337,06.12.2022,באר שבע,אבן עזרא 89,שניה,61.90,"600,000"
338,06.12.2022,באר שבע,סנהדרין 19,רביעית,45.60,"479,000"
339,06.12.2022,באר שבע,לימונית 4,רביעית,81,"1,395,000"
340,05.12.2022,באר שבע,פרישמן דוד 2,רביעית,77,"1,228,000"
341,05.12.2022,באר שבע,יד ושם 2,שלישית,73.30,"770,000"
342,05.12.2022,באר שבע,שאול המלך 131,ראשונה,60.10,"834,000"
343,05.12.2022,באר שבע,יוסף בן מתתיהו 72,רביעית,50.60,"875,000"
344,05.12.2022,באר שבע,תאשור 11,רביעית,81,"1,310,000"
345,05.12.2022,באר שבע,טבנקין 68,שלישית,56.80,"700,000"
346,05.12.2022,באר שבע,שאול המלך 95,שלישית,62.80,"745,000"
347,04.12.2022,באר שבע,"רמב""ן 80",שלישית,61.10,"584,000"
