,sale_day,city,adress,floor,size,price
240,21.08.2022,חולון,"אצ""ל 20",שניה,49.90,"2,031,000"
241,21.08.2022,חולון,מעלות 6,שביעית,57,"1,719,000"
242,21.08.2022,חולון,"אצ""ל 20",ראשונה,49.90,"2,027,000"
243,21.08.2022,חולון,"אצ""ל 20",שניה,49.90,"1,974,000"
244,21.08.2022,חולון,"אצ""ל 20",ראשונה,49.90,"1,970,000"
245,21.08.2022,חולון,"אצ""ל 20",שניה,49.90,"2,037,000"
246,21.08.2022,חולון,"אצ""ל 20",ראשונה,49.90,"1,994,000"
247,19.08.2022,חולון,אילת 43,שלישית,57.10,"1,950,000"
248,18.08.2022,חולון,הטייסים 21,ראשונה,61,"2,000,000"
249,18.08.2022,חולון,"י""א באדר 6",רביעית,45.31,"1,730,000"
250,18.08.2022,חולון,אילת 18,שניה,56.80,"1,400,000"
251,18.08.2022,חולון,יאיר הגלעדי 5,ראשונה,65,"2,190,000"
252,17.08.2022,חולון,ההסתדרות 116,רביעית,63.21,"1,790,000"
253,17.08.2022,חולון,יאיר הגלעדי 5,ראשונה,65,"2,185,000"
254,17.08.2022,חולון,אילת 49,ראשונה,62,"2,370,000"
255,15.08.2022,חולון,שבזי 9,שלישית,52.82,"1,617,000"
256,14.08.2022,חולון,מודיעין 9,חמישית,67,"3,100,000"
257,12.08.2022,חולון,אהל שרה 4,ראשונה,57.27,"1,700,000"
258,11.08.2022,חולון, ,שלישית,52.49,"1,735,000"
259,11.08.2022,חולון,ארן זלמן 20,ראשונה,63.82,"1,352,000"
260,11.08.2022,חולון,"אצ""ל 14",רביעית,70.63,"1,500,000"
261,11.08.2022,חולון,המצודה 3,קרקע,46.91,"1,393,000"
262,11.08.2022,חולון,סרלין יוסף 40,שניה,80.26,"1,070,000"
263,10.08.2022,חולון,גבעת התחמושת 12,שלשית,59,"1,025,000"
264,09.08.2022,חולון,גאולים 41,שניה,49.30,"1,790,000"
265,09.08.2022,חולון,גולדשטיין פרץ 5,שלישית,62,"1,850,000"
266,08.08.2022,חולון,ההסתדרות 5,ראשונה,60.81,"1,930,000"
267,08.08.2022,חולון,ברזביל 5,רביעית,50.50,"1,850,000"
268,04.08.2022,חולון,גאולים 52,שישית,77,"2,155,000"
269,03.08.2022,חולון,גאולים 52, ,77,"2,155,000"
270,03.08.2022,חולון,בית לחם 20,שניה,62,"750,000"
271,02.08.2022,חולון,"אלופי צה""ל 20",שניה,70.43,"1,909,000"
272,02.08.2022,חולון,חלץ 4,שמינית,63.90,"1,720,000"
273,02.08.2022,חולון,הטייסים 21,שלישית,61,"1,240,000"
274,02.08.2022,חולון,מכס וג'סי כהן 6,קרקע,58.21,"2,142,000"
275,01.08.2022,חולון,זאבי רחבעם 17,ראשונה,50.50,"1,730,000"
276,31.07.2022,חולון,הר הצופים 9,שלישית,57,"627,000"
277,28.07.2022,חולון,פייר קניג 3,שלישית,54.70,"1,350,000"
278,28.07.2022,חולון,זבוטינסקי 36,שניה,63.81,"2,200,000"
279,27.07.2022,חולון,הלוחמים 15,רביעית,60.97,"1,620,000"
280,27.07.2022,חולון,רמת הגולן 27,שניה,52,"1,155,000"
281,26.07.2022,חולון,"ש""ץ צבי 17",ראשונה,70.23,"1,800,000"
282,26.07.2022,חולון,מונטיפיורי 17,שניה,57.59,"1,905,000"
283,26.07.2022,חולון,"הפלמ""ח 11",ראשונה,68,"2,320,000"
284,25.07.2022,חולון,ראש פנה 3,שלישית,58.90,"1,730,000"
285,25.07.2022,חולון,ארן זלמן 39,ראשונה,62.13,"1,600,000"
286,25.07.2022,חולון,הופיין 18,ראשונה,58,"1,620,000"
287,25.07.2022,חולון,גאולים 44,רביעית,65.82,"1,750,000"
288,25.07.2022,חולון,הנוטרים 6,שלישית,61.70,"1,500,000"
289,21.07.2022,חולון,חלץ 5,שניה,63.20,"1,599,000"
290,20.07.2022,חולון,ההסתדרות 172,ראשונה,44.11,"720,000"
291,19.07.2022,חולון,הבנים 19,שניה,49,"467,500"
292,18.07.2022,חולון,ששת הימים 13,רביעית,57,"1,650,000"
293,18.07.2022,חולון,יפו 6,ראשונה,44,"900,000"
294,18.07.2022,חולון,סוקולוב 35,ביניים,56.93,"1,800,000"
295,18.07.2022,חולון,חנקין 41,רביעית,71,"1,830,000"
296,18.07.2022,חולון,"יל""ג 13",שלישית,79.30,"2,220,000"
297,17.07.2022,חולון,רבינוביץ יהושע 6,שניה,60.40,"1,960,000"
298,17.07.2022,חולון,פיכמן 6, ,82,"2,220,000"
299,15.07.2022,חולון,מרבד הקסמים 8,ראשונה,55.88,"1,650,000"
300,15.07.2022,חולון,קרן היסוד 20,שלישית,66.80,"1,080,000"
301,14.07.2022,חולון,החלוץ 7,קרקע,45,"2,360,000"
302,14.07.2022,חולון,חנקין 42,רביעית,79.27,"1,969,000"
303,13.07.2022,חולון,חובבי ציון 4,שניה,53.77,"1,650,000"
304,13.07.2022,חולון,בן יהודה 14,קומה 5,76.50,"1,170,000"
305,12.07.2022,חולון,ששת הימים 9,שלישית,57,"1,800,000"
306,11.07.2022,חולון,מעלות 18,שלישית,57.70,"2,000,000"
307,11.07.2022,חולון,שוחט מניה וישראל 5,שניה,60.36,"1,730,000"
308,11.07.2022,חולון,הגאונים 6,שלישית,69,"1,600,000"
309,10.07.2022,חולון,מעלות 2,ראשונה,54.90,"1,650,000"
310,10.07.2022,חולון,יוסף הנשיא 3,ראשונה,65.50,"1,830,000"
311,10.07.2022,חולון,פתח תקוה 2,שלישית,63.30,"1,830,000"
312,10.07.2022,חולון,הערבה 4,ראשונה,54.90,"1,550,000"
313,08.07.2022,חולון,השומר 1,רביעית (גג),40.83,"1,720,000"
314,07.07.2022,חולון,יצחק הלוי 1,שלישית,59.29,"1,600,000"
315,07.07.2022,חולון,סוקולוב 51,שלישית,81.10,"825,000"
316,07.07.2022,חולון,רמת הגולן 29,שלישית,93,"1,930,000"
317,07.07.2022,חולון,"ניל""י 10",ראשונה,63.10,"2,100,000"
318,07.07.2022,חולון,בעל שם טוב 36,ראשונה,60.50,"532,000"
319,06.07.2022,חולון,השופטים 27,שלישית,59,"2,260,000"
320,06.07.2022,חולון,הנוטרים 16,שלישית,67.13,"1,790,000"
321,06.07.2022,חולון,אבן עזרא 4,שניה,60.52,"1,780,000"
322,06.07.2022,חולון,ההסתדרות 9,שלישית,62.70,"653,000"
323,06.07.2022,חולון,אהרונוביץ 1,ראשונה,62,"600,000"
324,06.07.2022,חולון,פיכמן 4,ראשונה,59.10,"1,525,000"
325,06.07.2022,חולון,"החי""ם 12",שלישית,50,"1,480,000"
326,05.07.2022,חולון,חובבי ציון 4,רביעית,53.77,"1,710,000"
327,05.07.2022,חולון,השופטים 27,שלישית,59,"2,520,000"
328,05.07.2022,חולון,הערבה 1,שניה,48.30,"945,000"
329,04.07.2022,חולון,השופטים 27,ראשונה,59,"2,000,000"
330,04.07.2022,חולון,אהרונוביץ 1,ראשונה,62,"600,000"
331,04.07.2022,חולון,אילת 80,ראשונה,42.15,"875,000"
332,03.07.2022,חולון, ,שלישית,39.32,"1,420,000"
333,03.07.2022,חולון,רמת הגולן 39,שלישית,73,"1,940,000"
334,03.07.2022,חולון,שרת משה 31,רביעית,62.87,"500,000"
335,30.06.2022,חולון,"אלופי צה""ל 3",רביעית,65.30,"1,780,000"
336,30.06.2022,חולון,אנילביץ 29,שלישית,58.20,"1,730,000"
337,30.06.2022,חולון,שמואל הנגיד 2,שלישית,59,"1,557,000"
338,29.06.2022,חולון,החלוץ 4,ראשונה,70,"2,280,000"
339,29.06.2022,חולון,עמל 15,ראשונה,68,"3,575,000"
340,28.06.2022,חולון,הר הצופים 37,שלישית,51,"1,625,000"
341,28.06.2022,חולון,חלץ 9,ראשונה,76,"2,200,000"
342,27.06.2022,חולון, ,שניה,60.58,"925,000"
343,27.06.2022,חולון,עין יהב 5,חמישית,49.50,"1,500,000"
344,27.06.2022,חולון,ברץ יוסף 14,שלישית,56.26,"1,444,000"
345,26.06.2022,חולון,קלישר 14,חמישית,74,"1,930,000"
346,25.06.2022,חולון,קלישר 14, ,74,"1,930,000"
347,24.06.2022,חולון,אהל שרה 5,שניה,69.08,"1,860,000"
348,24.06.2022,חולון,הערבה 5,חמישית,49.50,"1,520,000"
349,23.06.2022,חולון,התחיה 21,שלישית,52.85,"1,680,000"
350,23.06.2022,חולון,חנקין 20,שניה,67.70,"2,010,000"
351,22.06.2022,חולון,יצחק הלוי 1,שניה,59.29,"1,545,000"
352,22.06.2022,חולון,ז'בוטינסקי 7,רביעית,66.56,"960,000"
353,21.06.2022,חולון,בית לחם 18,קומה 2,80.31,"2,040,000"
354,21.06.2022,חולון,"ביל""ו 21",ראשונה,59.54,"1,600,000"
355,21.06.2022,חולון,שרת משה 21,שלישית,72,"1,100,000"
356,21.06.2022,חולון,בן יהודה 2,רביעית,78,"2,260,000"
357,20.06.2022,חולון,חובבי ציון 19,רביעית,59.13,"1,670,000"
358,19.06.2022,חולון,שוחט מניה וישראל 21,שלישית,59.99,"1,200,000"
359,19.06.2022,חולון,הערבה 6,שלישית,54.80,"1,620,000"
360,19.06.2022,חולון,בן יהודה 14,קומה 3,73,"2,225,000"
361,19.06.2022,חולון,אהרונוביץ 32,שניה,69,"2,200,000"
362,19.06.2022,חולון,סוקולוב 50,שמינית,70.74,"1,925,000"
363,19.06.2022,חולון,אורים 6,שלישית,78.23,"1,900,000"
364,17.06.2022,חולון,ההסתדרות 97,קרקע,56.60,"1,500,000"
365,16.06.2022,חולון,קראוזה 36,שלישית,58,"1,600,000"
366,16.06.2022,חולון,הוז דב 67,שלישית,58.74,"1,755,000"
367,16.06.2022,חולון,שרת משה 52,שמינית,64.60,"1,900,000"
368,16.06.2022,חולון,חומה ומגדל 54,ראשונה,66.79,"1,725,000"
369,14.06.2022,חולון,"אצ""ל 24",שניה,49.90,"1,886,000"
370,14.06.2022,חולון,חנקין 90,ראשונה,61.61,"1,470,000"
371,14.06.2022,חולון,"הפלמ""ח 11", ,57,"2,000,000"
