,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,storages,tadiran,furnitures,status,time_enter,sea_view,sukka,construction_evacuation,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
59,59,108,108,108,108,108,108,1450000.0,הנוטר,26,2,100,1,3,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,2,0,0,0,517138.0,600000.0,696138.0,734197.0,745000.0,821096.0,986618.0,810000.0,862548.0,836337.0,1143333.0,642500.0,718750.0,843348
60,60,110,110,110,110,110,110,1520000.0,הנשיא,27,0,90,0,3,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,0,0,1273884.0,1478000.0,1085000.0,1127987.0,1194070.0,1316035.0,1997500.0,1870447.0,1991790.0,1400000.0,1343750.0,1415000.0,1580857.0,1854904
61,61,111,111,111,111,111,111,2480000.0,הנשיא,8,12,0,0,2,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3,0,0,0,0,1273884.0,1478000.0,1085000.0,1127987.0,1194070.0,1316035.0,1997500.0,1870447.0,1991790.0,1400000.0,1343750.0,1415000.0,1580857.0,1854904
62,62,112,112,112,112,112,112,4280000.0,הנשיא,27,1,0,1,8,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,0,0,0,1273884.0,1478000.0,1085000.0,1127987.0,1194070.0,1316035.0,1997500.0,1870447.0,1991790.0,1400000.0,1343750.0,1415000.0,1580857.0,1854904
63,63,113,113,113,113,113,113,1580000.0,הנשיא,28,3,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,1273884.0,1478000.0,1085000.0,1127987.0,1194070.0,1316035.0,1997500.0,1870447.0,1991790.0,1400000.0,1343750.0,1415000.0,1580857.0,1854904
64,64,115,115,115,115,115,115,3300000.0,הנשיא,27,1,0,2,8,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,2,0,0,0,1273884.0,1478000.0,1085000.0,1127987.0,1194070.0,1316035.0,1997500.0,1870447.0,1991790.0,1400000.0,1343750.0,1415000.0,1580857.0,1854904
65,65,117,117,117,117,117,117,1350000.0,הס,16,2,80,0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,567000.0,558333.0,545000.0,636066.0,552500.0,761875.0,915458.0,850000.0,580000.0,766899.0,825000.0,851400.0,924166.0,1084373
66,66,118,118,118,118,118,118,1080000.0,העברי הגדוד 107,26,0,68,1,3,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3,1,0,0,0,734048.0,851666.0,1150000.0,800000.0,670000.0,1150000.0,1381824.0,1293932.0,895000.0,1095000.0,1101666.0,1457750.0,510000.0,598410
67,67,120,120,120,120,120,120,1250000.0,העצמאות דרך,24,4,70,0,8,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4,2,0,0,0,577127.0,669601.0,706210.0,747584.0,823945.0,990042.0,927070.0,987214.0,1090444.0,1260000.0,1104666.0,1166356.0,1321653.0,1550766
68,68,124,124,124,124,124,124,890000.0,הפועל,16,4,75,0,4,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,0,0,0,308953.0,358457.0,378055.0,400204.0,441083.0,530000.0,780000.0,730387.0,805000.0,780538.0,948435.0,600000.0,795000.0,932816
69,69,129,129,129,129,129,129,1190000.0,הפרחים 1,3,10,52,0,3,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,583289.0,676750.0,785186.0,828113.0,940000.0,913650.0,1097829.0,1028000.0,1094690.0,1061425.0,870000.0,956666.0,1048000.0,1229675
70,70,130,130,130,130,130,130,1250000.0,הפרטיזנים,15,3,56,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,280000.0,430000.0,430000.0,485000.0,513413.0,565854.0,705000.0,660158.0,760000.0,736905.0,850000.0,655000.0,781000.0,1150000
71,71,132,132,132,132,132,132,1170000.0,הפרטיזנים,15,1,60,1,4,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,0,0,0,0,280000.0,430000.0,430000.0,485000.0,513413.0,565854.0,705000.0,660158.0,760000.0,736905.0,850000.0,655000.0,781000.0,1150000
72,72,135,135,135,135,135,135,1380000.0,הצלפים,30,1,65,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,818500.0,985511.0,830000.0,875377.0,926661.0,1021312.0,1210000.0,1133037.0,1206541.0,1169877.0,1421523.0,1131000.0,1281589.0,1503757
73,73,136,136,136,136,136,136,1290000.0,הצלפים,8,3,65,0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,818500.0,985511.0,830000.0,875377.0,926661.0,1021312.0,1210000.0,1133037.0,1206541.0,1169877.0,1421523.0,1131000.0,1281589.0,1503757
74,74,137,137,137,137,137,137,1130000.0,הראל,30,2,87,0,4,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3,1,1,0,0,939800.0,1090386.0,1150000.0,1212873.0,1283929.0,1415072.0,1270000.0,1189220.0,1266369.0,900000.0,940000.0,992494.0,1124641.0,1319602
75,75,139,139,139,139,139,139,780000.0,הרב אוחנה,31,1,68,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,245640.0,285000.0,300000.0,260000.0,275232.0,303344.0,500000.0,468197.0,498570.0,483419.0,587404.0,620207.0,702785.0,824615
76,76,140,140,140,140,140,140,850000.0,הרב אוחנה,32,1,70,0,6,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,0,245640.0,285000.0,300000.0,260000.0,275232.0,303344.0,500000.0,468197.0,498570.0,483419.0,587404.0,620207.0,702785.0,824615
77,77,141,141,141,141,141,141,775000.0,הרב אוחנה 37,31,1,68,0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,262878.0,305000.0,353870.0,373216.0,395080.0,435434.0,500000.0,468197.0,498570.0,483419.0,587404.0,620207.0,702785.0,824615
78,78,143,143,143,143,143,143,1570000.0,הרותם 25,33,2,55,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,515000.0,611666.0,673333.0,710145.0,751748.0,687125.0,867500.0,992500.0,700000.0,1080000.0,1185000.0,1042750.0,1330000.0,1400000
79,79,144,144,144,144,144,144,1150000.0,הרצוג הרב 2,13,1,80,1,3,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,462838.0,537000.0,623043.0,657106.0,695602.0,766652.0,921198.0,862604.0,780000.0,895000.0,875000.0,1000000.0,835000.0,990000
80,80,147,147,147,147,147,147,695000.0,השומר,31,1,90,0,3,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2,0,0,0,215000.0,280000.0,201166.0,450000.0,405000.0,446367.0,395075.0,505000.0,485000.0,360833.0,505000.0,676000.0,689375.0,808880
81,81,150,150,150,150,150,150,1545000.0,השניה העליה,17,2,55,0,3,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3,1,0,0,4,555253.0,505375.0,552568.0,643750.0,701333.0,665000.0,809333.0,753333.0,802204.0,777826.0,834352.0,1105000.0,1253000.0,521000
82,82,152,152,152,152,152,152,1690000.0,השניה העליה,17,3,70,0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2,0,0,4,555253.0,505375.0,552568.0,643750.0,701333.0,665000.0,809333.0,753333.0,802204.0,777826.0,834352.0,1105000.0,1253000.0,521000
